,Date/Time (LST),Stn Press (kPa),Temp (°C),Rel Hum (%),Wind Spd (km/h),East,Ontario Demand
1958,2024-03-22 14:00,101.64,-6.1,78.0,11.0,1023,17752
1959,2024-03-22 15:00,101.66,-5.8,80.0,9.0,1111,18054
1960,2024-03-22 16:00,101.61,-5.9,80.0,9.0,1197,18497
1961,2024-03-22 17:00,101.53,-5.9,84.0,13.0,1230,18541
1962,2024-03-22 18:00,101.48,-5.9,86.0,13.0,1255,18528
1963,2024-03-22 19:00,101.48,-6.0,87.0,12.0,1232,18596
1964,2024-03-22 20:00,101.44,-6.0,88.0,16.0,1179,18158
1965,2024-03-22 21:00,101.35,-6.0,88.0,16.0,1104,17113
1966,2024-03-22 22:00,101.27,-5.8,88.0,18.0,1032,16043
1967,2024-03-22 23:00,101.2,-5.7,88.0,18.0,957,15420
1968,2024-03-23 00:00,101.12,-5.7,89.0,18.0,927,14986
1969,2024-03-23 01:00,101.05,-6.0,89.0,19.0,909,14810
1970,2024-03-23 02:00,100.93,-5.7,86.0,19.0,898,14726
1971,2024-03-23 03:00,100.83,-5.9,88.0,20.0,889,14627
1972,2024-03-23 04:00,100.78,-5.9,89.0,18.0,902,14974
1973,2024-03-23 05:00,100.78,-5.8,88.0,17.0,986,15556
1974,2024-03-23 06:00,100.78,-5.8,85.0,21.0,1046,16199
1975,2024-03-23 07:00,100.79,-5.8,84.0,24.0,1069,16877
1976,2024-03-23 08:00,100.79,-5.5,81.0,20.0,1087,17110
1977,2024-03-23 09:00,100.8,-5.0,79.0,23.0,1066,16904
1978,2024-03-23 10:00,100.87,-4.5,77.0,24.0,1047,16598
1979,2024-03-23 11:00,100.83,-4.0,76.0,23.0,988,15896
1980,2024-03-23 12:00,100.84,-3.7,74.0,23.0,899,15594
1981,2024-03-23 13:00,100.75,-3.3,69.0,21.0,825,15305
1982,2024-03-23 14:00,100.79,-1.9,67.0,18.0,798,15179
1983,2024-03-23 15:00,100.76,-1.4,64.0,19.0,753,15168
1984,2024-03-23 16:00,100.73,-0.9,61.0,15.0,867,15866
1985,2024-03-23 17:00,100.73,-1.0,61.0,13.0,1025,16433
1986,2024-03-23 18:00,100.75,-2.3,67.0,11.0,1114,17119
1987,2024-03-23 19:00,100.8,-3.4,71.0,6.0,1109,17365
1988,2024-03-23 20:00,100.89,-4.2,70.0,4.0,1083,16938
1989,2024-03-23 21:00,100.94,-4.9,83.0,5.0,1033,16288
1990,2024-03-23 22:00,100.95,-6.2,88.0,6.0,948,15568
1991,2024-03-23 23:00,100.94,-7.2,90.0,6.0,897,14942
1992,2024-03-24 00:00,101.01,-6.9,90.0,4.0,870,14477
1993,2024-03-24 01:00,101.06,-9.6,91.0,11.0,852,14426
1994,2024-03-24 02:00,101.1,-9.3,90.0,7.0,854,14345
1995,2024-03-24 03:00,101.18,-8.2,86.0,11.0,815,14380
1996,2024-03-24 04:00,101.26,-6.4,77.0,16.0,833,14664
1997,2024-03-24 05:00,101.36,-6.8,65.0,16.0,897,15115
1998,2024-03-24 06:00,101.47,-7.6,64.0,10.0,958,15581
1999,2024-03-24 07:00,101.53,-7.0,63.0,19.0,853,15721
2000,2024-03-24 08:00,101.64,-6.2,56.0,21.0,708,15293
2001,2024-03-24 09:00,101.7,-5.3,51.0,13.0,606,14889
2002,2024-03-24 10:00,101.76,-4.3,43.0,9.0,551,14789
2003,2024-03-24 11:00,101.78,-3.3,39.0,9.0,519,14530
2004,2024-03-24 12:00,101.8,-2.1,35.0,4.0,497,14306
2005,2024-03-24 13:00,101.85,-2.2,50.0,16.0,486,14182
2006,2024-03-24 14:00,101.83,-1.4,52.0,15.0,487,14104
2007,2024-03-24 15:00,101.81,-1.6,50.0,14.0,597,14588
2008,2024-03-24 16:00,101.81,-1.0,54.0,13.0,813,15556
2009,2024-03-24 17:00,101.82,-1.4,55.0,11.0,1016,16416
2010,2024-03-24 18:00,101.87,-2.0,57.0,13.0,1109,17136
2011,2024-03-24 19:00,101.94,-2.6,58.0,9.0,1140,17208
2012,2024-03-24 20:00,101.95,-2.3,57.0,10.0,1084,16760
2013,2024-03-24 21:00,101.98,-3.2,58.0,0.0,1021,16088
2014,2024-03-24 22:00,102.01,-4.3,68.0,7.0,958,15165
2015,2024-03-24 23:00,102.02,-5.1,70.0,6.0,934,14617
2016,2024-03-25 00:00,101.99,-5.2,72.0,8.0,904,14147
2017,2024-03-25 01:00,101.99,-5.6,75.0,9.0,892,14062
2018,2024-03-25 02:00,101.94,-5.2,76.0,12.0,886,14108
2019,2024-03-25 03:00,101.89,-5.1,71.0,8.0,888,14316
2020,2024-03-25 04:00,101.88,-4.9,69.0,11.0,907,14974
2021,2024-03-25 05:00,101.85,-5.5,73.0,8.0,960,15844
2022,2024-03-25 06:00,101.88,-5.0,71.0,11.0,1010,17160
2023,2024-03-25 07:00,101.88,-3.4,70.0,13.0,857,17212
2024,2024-03-25 08:00,101.88,-1.1,65.0,12.0,655,16709
2025,2024-03-25 09:00,101.82,2.1,53.0,12.0,531,16034
2026,2024-03-25 10:00,101.85,3.4,45.0,15.0,502,15746
2027,2024-03-25 11:00,101.84,4.1,47.0,12.0,482,15582
2028,2024-03-25 12:00,101.77,5.1,46.0,11.0,458,15296
2029,2024-03-25 13:00,101.64,6.8,45.0,12.0,441,15032
2030,2024-03-25 14:00,101.53,8.5,37.0,15.0,454,15081
2031,2024-03-25 15:00,101.42,10.3,35.0,17.0,556,15697
2032,2024-03-25 16:00,101.34,8.8,41.0,16.0,720,16397
2033,2024-03-25 17:00,101.32,8.8,31.0,7.0,905,16675
2034,2024-03-25 18:00,101.32,7.5,36.0,6.0,964,17015
2035,2024-03-25 19:00,101.3,4.8,45.0,5.0,965,16976
2036,2024-03-25 20:00,101.31,5.3,40.0,11.0,913,16391
2037,2024-03-25 21:00,101.29,3.4,47.0,11.0,861,15538
2038,2024-03-25 22:00,101.23,3.0,52.0,9.0,803,14593
2039,2024-03-25 23:00,101.17,2.2,55.0,11.0,787,13992
2040,2024-03-26 00:00,101.2,3.4,51.0,11.0,774,13510
2041,2024-03-26 01:00,101.18,2.6,54.0,8.0,777,13479
2042,2024-03-26 02:00,101.15,4.4,54.0,16.0,794,13413
2043,2024-03-26 03:00,101.12,4.5,49.0,16.0,809,13531
2044,2024-03-26 04:00,101.02,3.7,48.0,13.0,823,14094
2045,2024-03-26 05:00,100.97,1.8,55.0,10.0,889,15238
2046,2024-03-26 06:00,100.99,1.3,54.0,11.0,950,16619
2047,2024-03-26 07:00,100.99,2.4,53.0,9.0,903,17007
2048,2024-03-26 08:00,100.9,4.2,45.0,14.0,786,16896
2049,2024-03-26 09:00,100.96,6.2,34.0,12.0,711,17271
2050,2024-03-26 10:00,100.95,7.4,38.0,10.0,658,17103
2051,2024-03-26 11:00,100.88,8.2,50.0,16.0,580,16852
2052,2024-03-26 12:00,100.8,9.8,58.0,22.0,528,16658
2053,2024-03-26 13:00,100.73,11.2,58.0,12.0,484,16389
2054,2024-03-26 14:00,100.55,11.5,61.0,13.0,617,16450
2055,2024-03-26 15:00,100.34,12.7,60.0,13.0,743,17071
2056,2024-03-26 16:00,100.25,11.1,66.0,14.0,837,17338
2057,2024-03-26 17:00,100.21,12.6,66.0,4.0,889,17206
2058,2024-03-26 18:00,100.17,12.4,69.0,5.0,918,17321
2059,2024-03-26 19:00,100.16,10.7,77.0,13.0,920,17059
2060,2024-03-26 20:00,100.12,9.8,76.0,11.0,875,16502
2061,2024-03-26 21:00,100.0,9.2,78.0,12.0,797,15725
2062,2024-03-26 22:00,99.95,8.3,80.0,16.0,731,14676
2063,2024-03-26 23:00,99.91,7.7,83.0,7.0,694,13852
2064,2024-03-27 00:00,99.93,6.9,83.0,18.0,692,13370
2065,2024-03-27 01:00,99.96,6.6,82.0,29.0,728,13430
2066,2024-03-27 02:00,100.02,5.4,91.0,16.0,750,13433
2067,2024-03-27 03:00,100.01,5.5,87.0,20.0,766,13451
2068,2024-03-27 04:00,100.04,5.5,87.0,18.0,792,13636
2069,2024-03-27 05:00,100.07,5.7,84.0,26.0,884,14929
2070,2024-03-27 06:00,100.1,5.8,84.0,31.0,907,16356
2071,2024-03-27 07:00,100.17,5.6,85.0,31.0,865,16563
2072,2024-03-27 08:00,100.2,6.1,84.0,26.0,818,16687
2073,2024-03-27 09:00,100.26,6.4,82.0,22.0,751,16387
2074,2024-03-27 10:00,100.29,6.9,83.0,19.0,658,16019
2075,2024-03-27 11:00,100.3,6.5,86.0,18.0,631,15967
2076,2024-03-27 12:00,100.33,6.9,88.0,18.0,612,15854
2077,2024-03-27 13:00,100.35,8.2,86.0,17.0,648,16007
2078,2024-03-27 14:00,100.26,9.4,75.0,20.0,665,16159
2079,2024-03-27 15:00,100.3,9.8,71.0,12.0,762,16747
2080,2024-03-27 16:00,100.4,8.4,74.0,17.0,862,17205
2081,2024-03-27 17:00,100.46,7.8,75.0,15.0,901,17067
2082,2024-03-27 18:00,100.51,6.7,76.0,16.0,965,17457
2083,2024-03-27 19:00,100.54,6.8,71.0,22.0,932,17350
2084,2024-03-27 20:00,100.6,6.4,67.0,23.0,892,16828
2085,2024-03-27 21:00,100.62,6.4,66.0,23.0,828,15874
2086,2024-03-27 22:00,100.67,4.6,71.0,12.0,760,14878
2087,2024-03-27 23:00,100.7,4.0,77.0,17.0,729,14344
2088,2024-03-28 00:00,100.71,3.6,84.0,13.0,733,13865
2089,2024-03-28 01:00,100.71,3.0,88.0,14.0,750,13857
2090,2024-03-28 02:00,100.71,3.0,91.0,8.0,774,13825
2091,2024-03-28 03:00,100.76,3.3,86.0,14.0,783,13773
2092,2024-03-28 04:00,100.77,3.1,86.0,11.0,837,14438
2093,2024-03-28 05:00,100.79,2.4,89.0,7.0,946,15650
2094,2024-03-28 06:00,100.75,1.9,89.0,6.0,984,16817
2095,2024-03-28 07:00,100.83,2.4,82.0,9.0,918,16743
2096,2024-03-28 08:00,100.82,3.3,80.0,8.0,815,15933
2097,2024-03-28 09:00,100.83,4.1,55.0,10.0,664,15157
2098,2024-03-28 10:00,100.79,4.5,59.0,16.0,550,14900
2099,2024-03-28 11:00,100.7,5.3,57.0,19.0,498,14661
2100,2024-03-28 12:00,100.62,5.3,59.0,17.0,455,14553
2101,2024-03-28 13:00,100.63,5.4,57.0,26.0,425,14256
2102,2024-03-28 14:00,100.41,4.6,66.0,28.0,453,14189
2103,2024-03-28 15:00,100.43,5.0,63.0,28.0,555,14544
2104,2024-03-28 16:00,100.39,4.9,68.0,25.0,700,15122
2105,2024-03-28 17:00,100.4,5.2,56.0,24.0,836,15535
2106,2024-03-28 18:00,100.36,4.3,59.0,20.0,901,16466
2107,2024-03-28 19:00,100.38,3.2,61.0,11.0,912,16703
2108,2024-03-28 20:00,100.34,3.0,66.0,7.0,903,16231
2109,2024-03-28 21:00,100.29,2.9,67.0,9.0,847,15552
2110,2024-03-28 22:00,100.37,3.1,74.0,11.0,799,14658
2111,2024-03-28 23:00,100.34,2.5,83.0,6.0,774,13900
2112,2024-03-29 00:00,100.3,1.7,80.0,5.0,729,13412
2113,2024-03-29 01:00,100.28,1.9,72.0,16.0,687,13084
2114,2024-03-29 02:00,100.26,-1.0,78.0,13.0,702,13094
2115,2024-03-29 03:00,100.16,-1.5,82.0,14.0,737,13508
2116,2024-03-29 04:00,100.17,-2.5,82.0,11.0,789,13894
2117,2024-03-29 05:00,100.17,-2.6,80.0,13.0,848,14337
2118,2024-03-29 06:00,100.17,-2.8,77.0,11.0,827,14621
2119,2024-03-29 07:00,100.16,0.0,71.0,15.0,715,14674
2120,2024-03-29 08:00,100.16,2.2,60.0,24.0,527,14383
2121,2024-03-29 09:00,100.12,3.4,50.0,28.0,444,14120
2122,2024-03-29 10:00,100.07,3.9,48.0,21.0,485,14337
2123,2024-03-29 11:00,100.0,5.0,47.0,19.0,473,14312
2124,2024-03-29 12:00,100.0,5.4,46.0,23.0,460,14105
2125,2024-03-29 13:00,99.95,6.5,43.0,23.0,456,13807
2126,2024-03-29 14:00,99.88,7.5,41.0,23.0,477,13877
2127,2024-03-29 15:00,99.83,7.4,37.0,20.0,538,14264
2128,2024-03-29 16:00,99.81,7.3,39.0,25.0,703,14824
2129,2024-03-29 17:00,99.84,7.2,42.0,27.0,847,15385
2130,2024-03-29 18:00,99.89,5.8,45.0,23.0,906,15861
2131,2024-03-29 19:00,100.01,2.8,59.0,28.0,919,15987
2132,2024-03-29 20:00,100.08,1.9,62.0,22.0,889,15536
2133,2024-03-29 21:00,100.11,2.0,62.0,18.0,820,14850
2134,2024-03-29 22:00,100.09,1.7,63.0,21.0,756,14358
2135,2024-03-29 23:00,100.11,1.3,65.0,18.0,740,13844
2136,2024-03-30 00:00,100.12,1.2,64.0,18.0,717,13484
2137,2024-03-30 01:00,100.09,1.4,64.0,16.0,705,13326
2138,2024-03-30 02:00,100.07,1.5,65.0,17.0,728,13233
2139,2024-03-30 03:00,100.02,1.4,67.0,17.0,745,13311
2140,2024-03-30 04:00,99.99,1.4,68.0,18.0,762,13587
2141,2024-03-30 05:00,100.0,1.6,67.0,17.0,840,13940
2142,2024-03-30 06:00,100.06,0.8,56.0,17.0,870,14512
2143,2024-03-30 07:00,100.12,0.9,52.0,13.0,728,14748
2144,2024-03-30 08:00,100.13,1.7,49.0,24.0,580,14712
2145,2024-03-30 09:00,100.07,3.2,49.0,25.0,416,14556
2146,2024-03-30 10:00,100.02,4.8,47.0,20.0,352,14376
2147,2024-03-30 11:00,99.94,5.9,44.0,16.0,346,14209
2148,2024-03-30 12:00,99.86,6.4,37.0,17.0,349,14241
2149,2024-03-30 13:00,99.81,4.9,70.0,27.0,358,14319
2150,2024-03-30 14:00,99.73,5.2,68.0,31.0,393,14469
2151,2024-03-30 15:00,99.68,5.7,63.0,25.0,517,15148
2152,2024-03-30 16:00,99.64,6.1,59.0,24.0,727,15789
2153,2024-03-30 17:00,99.63,5.2,57.0,16.0,886,15665
2154,2024-03-30 18:00,99.66,4.8,57.0,15.0,951,15680
2155,2024-03-30 19:00,99.66,4.3,63.0,10.0,944,15642
2156,2024-03-30 20:00,99.68,4.4,64.0,10.0,921,15160
2157,2024-03-30 21:00,99.65,4.5,68.0,8.0,874,14657
2158,2024-03-30 22:00,99.6,5.3,59.0,5.0,840,14061
2159,2024-03-30 23:00,99.63,4.7,64.0,5.0,837,13571
2160,2024-03-31 00:00,99.68,4.8,65.0,8.0,790,12940
2161,2024-03-31 01:00,99.76,4.6,63.0,10.0,784,12930
2162,2024-03-31 02:00,99.76,3.9,59.0,13.0,781,12883
2163,2024-03-31 03:00,99.81,3.8,59.0,8.0,780,12873
2164,2024-03-31 04:00,99.91,3.4,78.0,11.0,772,13152
2165,2024-03-31 05:00,99.99,2.9,83.0,12.0,790,13564
2166,2024-03-31 06:00,100.08,2.6,86.0,10.0,804,14049
2167,2024-03-31 07:00,100.18,2.7,75.0,13.0,687,14571
2168,2024-03-31 08:00,100.24,4.0,66.0,17.0,586,14729
2169,2024-03-31 09:00,100.23,5.3,50.0,15.0,501,14651
2170,2024-03-31 10:00,100.26,6.7,48.0,16.0,447,14627
2171,2024-03-31 11:00,100.22,7.5,47.0,14.0,424,14368
2172,2024-03-31 12:00,100.22,7.7,51.0,20.0,373,14012
2173,2024-03-31 13:00,100.21,5.1,71.0,29.0,332,13632
2174,2024-03-31 14:00,100.2,6.3,69.0,33.0,351,13731
2175,2024-03-31 15:00,100.19,7.4,60.0,28.0,445,14006
2176,2024-03-31 16:00,100.21,7.5,58.0,29.0,595,14585
2177,2024-03-31 17:00,100.23,6.8,60.0,23.0,788,14856
2178,2024-03-31 18:00,100.25,5.7,67.0,14.0,884,15332
2179,2024-03-31 19:00,100.26,4.2,74.0,16.0,905,15635
2180,2024-03-31 20:00,100.31,3.6,76.0,22.0,840,15392
2181,2024-03-31 21:00,100.32,3.1,75.0,12.0,788,14855
2182,2024-03-31 22:00,100.34,2.4,79.0,9.0,764,14146
2183,2024-03-31 23:00,100.37,2.4,83.0,8.0,725,13513
2184,2024-04-01 00:00,100.38,2.5,79.0,8.0,735,13275
2185,2024-04-01 01:00,100.37,2.1,81.0,4.0,717,13144
2186,2024-04-01 02:00,100.33,1.7,82.0,0.0,743,13197
2187,2024-04-01 03:00,100.3,0.3,87.0,3.0,777,13415
2188,2024-04-01 04:00,100.28,0.1,87.0,5.0,810,13787
2189,2024-04-01 05:00,100.32,0.4,90.0,4.0,868,14620
2190,2024-04-01 06:00,100.35,2.8,96.0,6.0,905,15508
2191,2024-04-01 07:00,100.4,1.8,93.0,4.0,847,16030
2192,2024-04-01 08:00,100.38,4.8,78.0,7.0,702,15836
2193,2024-04-01 09:00,100.41,6.1,62.0,7.0,572,15142
2194,2024-04-01 10:00,100.4,7.7,53.0,9.0,473,14688
2195,2024-04-01 11:00,100.34,6.9,70.0,12.0,437,14520
2196,2024-04-01 12:00,100.35,7.9,59.0,12.0,427,14525
2197,2024-04-01 13:00,100.32,9.0,58.0,17.0,432,14332
2198,2024-04-01 14:00,100.29,9.1,52.0,18.0,484,14341
2199,2024-04-01 15:00,100.27,9.2,59.0,21.0,567,14780
2200,2024-04-01 16:00,100.31,7.1,65.0,14.0,724,15566
2201,2024-04-01 17:00,100.36,5.9,75.0,13.0,880,16151
2202,2024-04-01 18:00,100.47,7.4,57.0,5.0,967,16582
2203,2024-04-01 19:00,100.53,8.4,40.0,20.0,980,16626
2204,2024-04-01 20:00,100.59,7.5,45.0,15.0,902,15945
2205,2024-04-01 21:00,100.55,6.3,48.0,15.0,834,15074
2206,2024-04-01 22:00,100.62,5.7,52.0,13.0,807,14229
2207,2024-04-01 23:00,100.57,4.9,56.0,13.0,788,13649
2208,2024-04-02 00:00,100.58,3.9,62.0,12.0,785,13195
2209,2024-04-02 01:00,100.61,3.9,68.0,14.0,784,13076
2210,2024-04-02 02:00,100.6,2.9,70.0,15.0,773,12973
2211,2024-04-02 03:00,100.58,2.6,67.0,16.0,771,12995
2212,2024-04-02 04:00,100.6,2.8,62.0,22.0,827,13560
2213,2024-04-02 05:00,100.51,2.6,63.0,21.0,903,14790
2214,2024-04-02 06:00,100.45,2.1,67.0,25.0,891,16159
2215,2024-04-02 07:00,100.52,2.6,67.0,24.0,864,16438
2216,2024-04-02 08:00,100.51,3.7,63.0,26.0,712,16403
2217,2024-04-02 09:00,100.43,5.4,57.0,27.0,531,16203
2218,2024-04-02 10:00,100.35,7.2,49.0,26.0,473,16245
2219,2024-04-02 11:00,100.23,9.5,46.0,27.0,481,16236
2220,2024-04-02 12:00,100.16,10.0,42.0,29.0,504,16081
2221,2024-04-02 13:00,100.08,10.8,42.0,25.0,444,15850
2222,2024-04-02 14:00,99.94,11.4,40.0,26.0,476,16106
2223,2024-04-02 15:00,99.87,12.0,38.0,28.0,626,16590
2224,2024-04-02 16:00,99.92,11.4,38.0,23.0,844,17077
2225,2024-04-02 17:00,99.92,10.4,48.0,23.0,910,17045
2226,2024-04-02 18:00,99.96,9.5,53.0,18.0,931,17217
2227,2024-04-02 19:00,99.94,9.0,54.0,16.0,913,16973
2228,2024-04-02 20:00,99.99,6.9,82.0,13.0,871,16301
2229,2024-04-02 21:00,99.98,6.5,87.0,10.0,809,15428
2230,2024-04-02 22:00,99.94,7.1,82.0,19.0,734,14428
2231,2024-04-02 23:00,99.79,6.9,82.0,23.0,706,13755
2232,2024-04-03 00:00,99.63,7.0,79.0,27.0,673,13572
2233,2024-04-03 01:00,99.51,6.9,78.0,26.0,669,13307
2234,2024-04-03 02:00,99.4,6.9,77.0,27.0,674,13233
2235,2024-04-03 03:00,99.36,7.1,76.0,25.0,679,13352
2236,2024-04-03 04:00,99.24,7.0,77.0,28.0,704,13899
2237,2024-04-03 05:00,99.23,6.8,80.0,29.0,786,14936
2238,2024-04-03 06:00,99.29,6.0,90.0,20.0,885,16323
2239,2024-04-03 07:00,99.19,5.9,91.0,24.0,891,17094
2240,2024-04-03 08:00,99.28,6.2,88.0,22.0,893,17297
2241,2024-04-03 09:00,99.29,5.8,92.0,20.0,886,17327
2242,2024-04-03 10:00,99.24,5.8,94.0,24.0,875,17255
2243,2024-04-03 11:00,99.12,5.6,91.0,29.0,875,17222
2244,2024-04-03 12:00,98.84,4.6,89.0,42.0,872,17308
2245,2024-04-03 13:00,99.04,4.5,91.0,24.0,886,17289
2246,2024-04-03 14:00,99.14,3.8,92.0,12.0,903,17501
2247,2024-04-03 15:00,99.11,3.2,94.0,11.0,966,17595
2248,2024-04-03 16:00,99.05,2.6,95.0,28.0,1049,17614
2249,2024-04-03 17:00,99.04,2.3,95.0,25.0,1030,17347
2250,2024-04-03 18:00,98.99,0.6,98.0,19.0,1017,17774
2251,2024-04-03 19:00,98.98,0.9,97.0,24.0,996,17726
2252,2024-04-03 20:00,98.96,1.1,96.0,27.0,962,17156
2253,2024-04-03 21:00,98.96,1.2,96.0,30.0,898,16188
2254,2024-04-03 22:00,98.93,1.0,96.0,29.0,806,15176
2255,2024-04-03 23:00,98.87,1.0,96.0,31.0,770,14459
2256,2024-04-04 00:00,98.82,1.1,95.0,31.0,746,14362
2257,2024-04-04 01:00,98.8,1.3,95.0,29.0,774,14324
2258,2024-04-04 02:00,98.77,1.3,94.0,29.0,769,14087
2259,2024-04-04 03:00,98.8,1.2,93.0,27.0,766,13998
2260,2024-04-04 04:00,98.79,0.9,95.0,25.0,820,14591
2261,2024-04-04 05:00,98.79,0.6,95.0,24.0,902,15764
2262,2024-04-04 06:00,98.78,0.7,94.0,27.0,963,17042
2263,2024-04-04 07:00,98.81,0.7,93.0,30.0,975,17424
2264,2024-04-04 08:00,98.85,0.9,89.0,33.0,935,17451
2265,2024-04-04 09:00,98.89,0.7,90.0,31.0,923,17555
2266,2024-04-04 10:00,98.93,1.1,88.0,33.0,908,17383
2267,2024-04-04 11:00,98.97,1.5,84.0,31.0,882,16946
2268,2024-04-04 12:00,99.0,1.0,85.0,31.0,854,16892
2269,2024-04-04 13:00,99.03,1.0,93.0,20.0,825,16490
2270,2024-04-04 14:00,99.05,1.3,83.0,28.0,821,16396
2271,2024-04-04 15:00,99.07,1.5,87.0,28.0,877,16933
2272,2024-04-04 16:00,99.12,1.4,86.0,21.0,956,17330
2273,2024-04-04 17:00,99.16,1.4,84.0,22.0,993,17403
2274,2024-04-04 18:00,99.19,1.4,81.0,17.0,1034,17783
2275,2024-04-04 19:00,99.24,1.2,81.0,17.0,1037,17958
2276,2024-04-04 20:00,99.31,0.6,91.0,15.0,996,17455
2277,2024-04-04 21:00,99.33,0.5,91.0,15.0,952,16216
2278,2024-04-04 22:00,99.31,0.4,91.0,15.0,920,15304
2279,2024-04-04 23:00,99.3,0.3,92.0,14.0,874,14521
2280,2024-04-05 00:00,99.29,0.2,92.0,15.0,832,14174
2281,2024-04-05 01:00,99.27,0.3,92.0,18.0,807,14111
2282,2024-04-05 02:00,99.25,0.1,92.0,15.0,804,13994
2283,2024-04-05 03:00,99.23,0.3,90.0,16.0,805,14110
2284,2024-04-05 04:00,99.25,0.6,89.0,15.0,871,14510
2285,2024-04-05 05:00,99.27,0.6,89.0,14.0,958,15573
2286,2024-04-05 06:00,99.31,0.7,88.0,14.0,1021,16737
2287,2024-04-05 07:00,99.33,0.9,88.0,13.0,1007,17003
2288,2024-04-05 08:00,99.34,1.8,89.0,16.0,936,16400
2289,2024-04-05 09:00,99.36,2.5,87.0,20.0,859,16032
2290,2024-04-05 10:00,99.38,3.5,82.0,18.0,802,15796
2291,2024-04-05 11:00,99.41,3.6,81.0,17.0,744,15500
2292,2024-04-05 12:00,99.45,4.1,77.0,18.0,708,15687
2293,2024-04-05 13:00,99.48,4.0,84.0,17.0,698,15504
2294,2024-04-05 14:00,99.5,5.2,80.0,18.0,722,15455
2295,2024-04-05 15:00,99.56,5.5,76.0,20.0,811,15753
2296,2024-04-05 16:00,99.61,5.3,78.0,18.0,915,16051
2297,2024-04-05 17:00,99.68,5.4,80.0,17.0,971,16164
2298,2024-04-05 18:00,99.74,5.1,79.0,16.0,1015,16642
2299,2024-04-05 19:00,99.81,4.3,86.0,16.0,1018,16876
2300,2024-04-05 20:00,99.87,3.9,90.0,13.0,971,16478
2301,2024-04-05 21:00,99.9,4.0,89.0,17.0,889,15710
2302,2024-04-05 22:00,99.92,3.8,88.0,18.0,766,14668
2303,2024-04-05 23:00,99.94,3.7,86.0,17.0,729,13894
2304,2024-04-06 00:00,99.96,3.0,88.0,17.0,713,13396
2305,2024-04-06 01:00,99.96,2.6,89.0,15.0,706,13225
2306,2024-04-06 02:00,99.99,2.9,88.0,17.0,719,13107
2307,2024-04-06 03:00,100.03,3.0,87.0,19.0,750,13185
2308,2024-04-06 04:00,100.08,2.6,83.0,14.0,752,13471
2309,2024-04-06 05:00,100.14,2.5,85.0,12.0,791,13819
2310,2024-04-06 06:00,100.21,3.5,80.0,13.0,806,14274
2311,2024-04-06 07:00,100.25,4.1,79.0,16.0,687,14367
2312,2024-04-06 08:00,100.28,5.7,75.0,23.0,560,13991
2313,2024-04-06 09:00,100.32,7.3,64.0,24.0,498,13576
2314,2024-04-06 10:00,100.3,8.3,58.0,20.0,483,13398
2315,2024-04-06 11:00,100.3,9.4,57.0,23.0,498,13283
2316,2024-04-06 12:00,100.29,9.8,48.0,25.0,505,13090
2317,2024-04-06 13:00,100.3,10.9,49.0,22.0,526,13093
2318,2024-04-06 14:00,100.31,10.2,45.0,22.0,591,13048
2319,2024-04-06 15:00,100.34,10.5,49.0,18.0,715,13506
2320,2024-04-06 16:00,100.39,9.8,49.0,23.0,851,14155
2321,2024-04-06 17:00,100.43,9.6,52.0,18.0,921,14688
2322,2024-04-06 18:00,100.48,9.4,52.0,12.0,950,15073
2323,2024-04-06 19:00,100.54,7.9,60.0,6.0,964,15491
2324,2024-04-06 20:00,100.58,7.3,64.0,0.0,918,15098
2325,2024-04-06 21:00,100.58,6.4,70.0,8.0,866,14479
2326,2024-04-06 22:00,100.62,5.4,71.0,0.0,783,13752
2327,2024-04-06 23:00,100.63,5.1,72.0,4.0,750,13070
2328,2024-04-07 00:00,100.66,6.2,65.0,6.0,722,12616
2329,2024-04-07 01:00,100.69,4.8,73.0,10.0,716,12502
2330,2024-04-07 02:00,100.69,3.7,73.0,10.0,742,12526
2331,2024-04-07 03:00,100.74,2.0,78.0,11.0,765,12876
2332,2024-04-07 04:00,100.8,1.7,78.0,10.0,800,13058
2333,2024-04-07 05:00,100.89,0.7,86.0,11.0,849,13371
2334,2024-04-07 06:00,100.97,1.2,84.0,8.0,836,13681
2335,2024-04-07 07:00,101.02,3.8,75.0,7.0,691,13531
2336,2024-04-07 08:00,101.04,6.9,57.0,12.0,533,13070
2337,2024-04-07 09:00,101.1,8.9,50.0,14.0,421,12799
2338,2024-04-07 10:00,101.14,10.7,37.0,19.0,378,12778
2339,2024-04-07 11:00,101.15,11.6,34.0,22.0,356,12694
2340,2024-04-07 12:00,101.1,12.3,33.0,20.0,347,12596
2341,2024-04-07 13:00,101.06,13.5,31.0,14.0,332,12470
2342,2024-04-07 14:00,101.0,14.3,30.0,17.0,358,12514
2343,2024-04-07 15:00,100.97,10.9,42.0,15.0,476,12993
2344,2024-04-07 16:00,100.96,11.2,45.0,15.0,673,13744
2345,2024-04-07 17:00,100.95,11.1,45.0,13.0,847,14224
2346,2024-04-07 18:00,100.96,9.7,55.0,7.0,928,14756
2347,2024-04-07 19:00,100.98,8.2,60.0,13.0,912,15074
2348,2024-04-07 20:00,100.98,7.7,55.0,11.0,831,14498
2349,2024-04-07 21:00,100.99,6.7,54.0,11.0,758,13789
2350,2024-04-07 22:00,101.03,5.3,59.0,9.0,704,12955
2351,2024-04-07 23:00,101.05,5.4,56.0,8.0,669,12486
2352,2024-04-08 00:00,101.06,4.9,56.0,7.0,663,12150
